Cluster,Country,Cultivated,Depth,Gid,Latitude,Longitude,Plot,Region,SSN,Sampling date,Scientist,Site,Soil material
,Tanzania,,,,-6.042103801871887,36.15940943141566,,,TanSIS_TOP-br8BoO2Es,,,,
,Tanzania,,,,-3.9935765015958733,35.57028924243246,,,TanSIS_TOP-YSQo,,,,
,Tanzania,,,,-5.591764791606123,30.45776979801897,,,TanSAG_TOP-vRijVvXDu,,,,
,Tanzania,,,,-9.117327399421576,34.689999827563284,,,TanSAG_TOP-sCPLzOg6P,,,,
,Tanzania,,,,-9.94864997,34.76264412,,,TanSAG_SUB-BQWxQZZa1,,,,
,Tanzania,,,,-9.92010614,34.59477814,,,TanSAG_SUB-IqabkljT2,,,,
,Tanzania,,,,-4.26991522,34.72763064,,,TaSAG_TOP-yW9dhBko,,,,
,Tanzania,,,,-5.159742446387296,36.420689750118754,,,TanSIS_SUB-WFIEIaF2p,,,,
,Tanzania,,,,-5.97708557,34.75178333,,,TaSAG_TOP-tPxCFTQJ,,,,
,Tanzania,,,,-7.7221106,35.46494546,,,TaSAG_SUB-B49xR4Kk,,,,
,Tanzania,,,,-4.487372,34.89305216,,,TaSAG_TOP-clit22U2,,,,
,Tanzania,,,,-5.948044682798723,36.1942308015926,,,TanSIS_TOP-BS7UASRvi,,,,
,Tanzania,,,,-4.0803235790809165,35.80932206559967,,,TanSIS_TOP-ySvp,,,,
,Tanzania,,,,-6.8167392903838815,32.13395539032055,,,TanSAG_TOP-w992nnvub,,,,
,Tanzania,,,,-9.22744899,34.72301037,,,TanSAG_TOP-Sd51hNa2Z,,,,
,Tanzania,,,,-9.78071936,34.56997083,,,TanSAG_SUB-CMJhS9ktC,,,,
,Tanzania,,,,-9.80938004,34.51428035,,,TanSAG_SUB-jOYQRyrfK,,,,
,Tanzania,,,,-4.28227601,34.78022718,,,TaSAG_TOP-ZfqxpWoM,,,,
,Tanzania,,,,-5.343510167104967,36.607471884144616,,,TanSIS_SUB-WJtzvE4j4,,,,
,Tanzania,,,,-6.10302373,34.07943546,,,TaSAG_TOP-tx2pJ9A9,,,,
,Tanzania,,,,-4.83278435,34.68780527,,,TaSAG_SUB-BhVdp4Dl,,,,
,Tanzania,,,,-4.83280347,34.68782473,,,TaSAG_SUB-BhVdp4Dl,,,,
,Tanzania,,,,-4.52955022,34.92282143,,,TaSAG_TOP-cTnoPAHF,,,,
,Tanzania,,,,-5.936731484028485,36.229482854769934,,,TanSIS_TOP-CAtVWpOLJ,,,,
,Tanzania,,,,-3.7987005916610426,35.88422540967056,,,TanSIS_TOP-Zsrd,,,,
,Tanzania,,,,-7.4023679017612265,31.428471747024478,,,TanSAG_TOP-wbAscq47t,,,,
,Tanzania,,,,-9.085096574660085,34.73287041664751,,,TanSAG_TOP-sIuOClpX5,,,,
,Tanzania,,,,-9.77763636,34.71770934,,,TanSAG_SUB-CNe3Q1CHT,,,,
,Tanzania,,,,-9.79397008,34.70509265,,,TanSAG_SUB-jvuudYzHD,,,,
,Tanzania,,,,-4.21134103,34.79235983,,,TaSAG_TOP-ZolSjvoM,,,,
,Tanzania,,,,-5.320467176392365,36.638043416924745,,,TanSIS_SUB-WlYp67o2g,,,,
,Tanzania,,,,-6.13986067,34.080994,,,TaSAG_TOP-ukc91Hfm,,,,
,Tanzania,,,,-4.23477933,34.34443278,,,TaSAG_SUB-bsbFXYHR,,,,
,Tanzania,,,,-4.60206115,34.96530362,,,TaSAG_TOP-D5IuE9r7,,,,
,Tanzania,,,,-5.9372065982793405,36.18768815717483,,,TanSIS_TOP-CSSFxleSH,,,,
,Tanzania,,,,-7.945500224085226,31.300454918763084,,,TanSAG_TOP-WDDp5yKPZ,,,,
,Tanzania,,,,-9.25758548,34.5934852,,,TanSAG_TOP-sLzVahveg,,,,
,Tanzania,,,,-9.76325814,34.50928363,,,TanSAG_SUB-CPGJWHxXU,,,,
,Tanzania,,,,-9.79233397,34.55478032,,,TanSAG_SUB-ka38IZRj8,,,,
,Tanzania,,,,-4.21303289,34.70812584,,,TaSAG_TOP-ZXHTRE8a,,,,
,Tanzania,,,,-5.3327499038879695,36.61189146684666,,,TanSIS_SUB-WNIFIJmLl,,,,
,Tanzania,,,,-6.10470779,34.07224774,,,TaSAG_TOP-v8tLX1Br,,,,
,Tanzania,,,,-6.858185368769656,36.47011646401509,,,TanSIS_SUB-khsvOK8vv,,,,
,Tanzania,,,,-4.48011656,34.90506623,,,TaSAG_TOP-dhJPpmw2,,,,
,Tanzania,,,,-6.052752101333729,36.15931892523553,,,TanSIS_TOP-D2qsmPkjY,,,,
,Tanzania,,,,-7.533232918685242,30.94536613523557,,,TanSAG_TOP-wNSIlS4n8,,,,
,Tanzania,,,,-9.113154008712867,34.72119193864935,,,TanSAG_TOP-Swkl8HbYU,,,,
,Tanzania,,,,-9.95410947,34.75962394,,,TanSAG_SUB-D0ie8oZNg,,,,
,Tanzania,,,,-9.79283308,34.46006304,,,TanSAG_SUB-L1OTW99iu,,,,
,Tanzania,,,,-9.001767999999998,36.04444995,,,TanSAG_SUB-Z6R7yg8BK,,,,
,Tanzania,,,,-5.700665468393207,37.11154467541745,,,TanSIS_SUB-wsI53HJU6,,,,
,Tanzania,,,,-6.10860181,34.11594178,,,TaSAG_TOP-Xueuf5kb,,,,
,Tanzania,,,,-4.22449844,34.39145899,,,TaSAG_SUB-bsn6B9m3,,,,
,Tanzania,,,,-4.57223675,35.03109612,,,TaSAG_TOP-djWaFyjR,,,,
,Tanzania,,,,-5.950760935848153,36.193275662199135,,,TanSIS_TOP-dcm7H1H2r,,,,
,Tanzania,,,,-7.940157852373935,31.30298235890361,,,TanSAG_TOP-WvEOtsGgQ,,,,
,Tanzania,,,,-9.111812148103477,34.68965062736659,,,TanSAG_TOP-TTxddWusc,,,,
,Tanzania,,,,-9.72482872,34.76163852,,,TanSAG_SUB-D4OICc5j2,,,,
,Tanzania,,,,-9.7595726,34.5028311,,,TanSAG_SUB-lB1tCeJ2i,,,,
,Tanzania,,,,-8.80568102,36.23235655,,,TanSAG_TOP-06yWKxI8S,,,,
,Tanzania,,,,-5.729678321430996,37.13380416920533,,,TanSIS_SUB-WXSjR2nmw,,,,
,Tanzania,,,,-5.95352056,34.71423076,,,TaSAG_TOP-Y575CP9G,,,,
,Tanzania,,,,-4.28760061,34.31772745,,,TaSAG_SUB-bsYOnt6A,,,,
,Tanzania,,,,-4.63378464,34.75276053,,,TaSAG_TOP-drTrKmgW,,,,
,Tanzania,,,,-6.063004668158696,36.09522405406697,,,TanSIS_TOP-e2Ft6A2V7,,,,
,Tanzania,,,,-6.063004668158696,36.09522405406697,,,TanSIS_TOP-e2Ft6A2V7,,,,
,Tanzania,,,,-7.6140896357464065,30.991881280496674,,,TanSAG_TOP-x39KkNQzf,,,,
,Tanzania,,,,-9.13974432956894,34.70953492036499,,,TanSAG_TOP-TVHYpDo5H,,,,
,Tanzania,,,,-9.81162454,34.58995251,,,TanSAG_SUB-MFpCrQgYU,,,,
,Tanzania,,,,-8.73509138,36.30343666,,,TanSAG_TOP-07pO3Ofyz,,,,
,Tanzania,,,,-5.709397344409166,36.62736917102401,,,TanSIS_SUB-x3R5PWqnW,,,,
,Tanzania,,,,-5.90866126,34.21904085,,,TaSAG_TOP-yvuNriXN,,,,
,Tanzania,,,,-4.24951853,34.3725941,,,TaSAG_SUB-bU76jqqQ,,,,
,Tanzania,,,,-4.82612646,34.73661608,,,TaSAG_TOP-E4jrBHbf,,,,
,Tanzania,,,,-8.26735609,31.3572987,,,TanSAG_SUB-0EGf2Srdq,,,,
,Tanzania,,,,-5.551877257419879,30.45001924973151,,,TanSAG_TOP-XBGQjPatX,,,,
,Tanzania,,,,-9.134357767965877,34.6894013330793,,,TanSAG_TOP-tytcfwUIk,,,,
,Tanzania,,,,-10.04822683,34.69781672,,,TanSAG_SUB-DBGFBHrEX,,,,
,Tanzania,,,,-9.79146024,34.54836974,,,TanSAG_SUB-nJLIZQnuW,,,,
,Tanzania,,,,-8.78871681,36.24378551,,,TanSAG_TOP-9MZF5a5RA,,,,
,Tanzania,,,,-5.734025679612224,37.122054578585384,,,TanSIS_SUB-x96aeOkLF,,,,
,Tanzania,,,,-5.69052987,34.48970172,,,TaSAG_TOP-ZGFlxpVU,,,,
,Tanzania,,,,-4.737360965988834,34.039572100367835,,,TaSAG_SUB-BX7bGNS9,,,,
,Tanzania,,,,-4.49060491,34.91218022,,,TaSAG_TOP-eDFtrpGF,,,,
,Tanzania,,,,-6.060330019233422,36.100702925007646,,,TanSIS_TOP-EDJxROR6d,,,,
,Tanzania,,,,-8.65641928,31.7704696,,,TanSAG_SUB-1CoCzYnrQ,,,,
,Tanzania,,,,-7.5769145025791556,30.98763907823173,,,TanSAG_TOP-xxe4SrM0O,,,,
,Tanzania,,,,-9.24869721,34.62781787,,,TanSAG_TOP-Tyu5paFVs,,,,
,Tanzania,,,,-10.01562167,34.69132023,,,TanSAG_SUB-DBJIfEgzT,,,,
,Tanzania,,,,-9.93092403,34.73058704,,,TanSAG_SUB-NNojQv58C,,,,
,Tanzania,,,,-9.00730987,36.04685841,,,TanSAG_TOP-aML9DlVW0,,,,
,Tanzania,,,,-5.365795454409528,36.670399611074906,,,TanSIS_SUB-xanQwWK0L,,,,
,Tanzania,,,,-6.11582537,34.11046346,,,TaSAG_TOP-ZiFKATqq,,,,
,Tanzania,,,,-4.24119752,34.36912493,,,TaSAG_SUB-c1REXcsO,,,,
,Tanzania,,,,-4.63333931,35.02897557,,,TaSAG_TOP-eHWA4CeD,,,,
,Tanzania,,,,-6.0474941136186136,36.16132022392711,,,TanSIS_TOP-EYwKIa4DB,,,,
,Tanzania,,,,-8.2447001,31.35422914,,,TanSAG_SUB-1SwbJEU3Q,,,,
,Tanzania,,,,-7.390396196786246,31.39847618136001,,,TanSAG_TOP-XxFi0JVYX,,,,
,Tanzania,,,,-9.19267974,34.62906963,,,TanSAG_TOP-UboOLxlyv,,,,
,Tanzania,,,,-10.04240046,34.70818348,,,TanSAG_SUB-dgDxJPY1S,,,,
,Tanzania,,,,-9.92532879,34.72710772,,,TanSAG_SUB-ofMKPMIRX,,,,
,Tanzania,,,,-8.80746033,36.21881091,,,TanSAG_TOP-H1eMSOT45,,,,
,Tanzania,,,,-5.741684261548595,37.08404385940069,,,TanSIS_SUB-Xc9ExGHjC,,,,
,Tanzania,,,,-5.9768382,34.74026125,,,TaSAG_TOP-ZNDPnNRM,,,,
,Tanzania,,,,-4.29652656,34.1576295,,,TaSAG_SUB-d2jqoW2O,,,,
,Tanzania,,,,-4.57059937,34.89526586,,,TaSAG_TOP-EIUB2AEG,,,,
,Tanzania,,,,-6.06481888011691,36.17974178240792,,,TanSIS_TOP-fAQNyPpLb,,,,
,Tanzania,,,,-8.30679327,31.28364304,,,TanSAG_SUB-2MdZnF0aL,,,,
,Tanzania,,,,-6.160706200000001,31.20134187,,,TanSAG_TOP-yneTpmepy,,,,
,Tanzania,,,,-9.23188428,34.68205103,,,TanSAG_TOP-uLZbXgG4L,,,,
,Tanzania,,,,-9.94744737,34.77852861,,,TanSAG_SUB-dij1R8NFd,,,,
,Tanzania,,,,-9.80427867,34.57972392,,,TanSAG_SUB-OgLSwQw2b,,,,
,Tanzania,,,,-8.73776827,36.30429267,,,TanSAG_TOP-HhfUTD26k,,,,
,Tanzania,,,,-5.745178295114207,36.615201369368755,,,TanSIS_SUB-xCY5hubW9,,,,
,Tanzania,,,,-5.97784829,34.75568361,,,TaSAG_TOP-ZNW8M7Le,,,,
,Tanzania,,,,-4.258127695174351,34.23275864888356,,,TaSAG_SUB-D2qnqev4,,,,
,Tanzania,,,,-4.58697142,34.7522896,,,TaSAG_TOP-eqUHJvJb,,,,
,Tanzania,,,,-8.458774593455372,31.420469395099033,,,TanSAG_SUB-3OxN8vrvW,,,,
,Tanzania,,,,-6.157157288256266,31.09113997951869,,,TanSAG_TOP-yovUd49zp,,,,
,Tanzania,,,,-9.12932012278436,34.493412080678404,,,TanSAG_TOP-uZYHSD37k,,,,
,Tanzania,,,,-9.76124768,34.54027365,,,TanSAG_SUB-djkIUseDB,,,,
,Tanzania,,,,-9.92284285,34.72200732,,,TanSAG_SUB-ovxnAAG2K,,,,
,Tanzania,,,,-8.78958132,36.25195845,,,TanSAG_TOP-i3f2XQgTh,,,,
,Tanzania,,,,-5.309457346345692,36.61699609345615,,,TanSIS_SUB-XNj9KF52Y,,,,
,Tanzania,,,,-5.96061491,34.73148922,,,TaSAG_TOP-ZSXPRk33,,,,
,Tanzania,,,,-4.28100794,34.30428703,,,TaSAG_SUB-Es3vjObq,,,,
,Tanzania,,,,-4.63786478,35.02992982,,,TaSAG_TOP-etO1SDzS,,,,
,Tanzania,,,,-6.057554611740772,36.09339560810622,,,TanSIS_TOP-Ggmd9daRd,,,,
,Tanzania,,,,-8.48557295,31.38052764,,,TanSAG_SUB-3vDJTffME,,,,
,Tanzania,,,,-7.09713754,31.24133371,,,TanSAG_TOP-YvJBcI77Q,,,,
,Tanzania,,,,-9.006776667902976,34.574608014408824,,,TanSAG_TOP-vPovCdQp3,,,,
,Tanzania,,,,-9.73859992,34.47133879,,,TanSAG_SUB-eBG4RlrEi,,,,
,Tanzania,,,,-9.9489427,34.5746184,,,TanSAG_SUB-pgMH316nQ,,,,
,Tanzania,,,,-8.78776309,36.24742136,,,TanSAG_TOP-Lg3U9aAlS,,,,
,Tanzania,,,,-5.317815650748538,36.64066412300785,,,TanSIS_SUB-XvHgRLGzp,,,,
,Tanzania,,,,-5.98818336,34.71765592,,,TaSAG_TOP-zt35LFHK,,,,
,Tanzania,,,,-6.964191746393522,36.43696457396671,,,TanSIS_SUB-MVC9mMvS9,,,,
,Tanzania,,,,-4.61359655,34.87294552,,,TaSAG_TOP-eyG1hEhG,,,,
,Tanzania,,,,-6.045689643122648,36.16043983965492,,,TanSIS_TOP-GMB3JtEtv,,,,
,Tanzania,,,,-8.452584161473698,31.42221277001769,,,TanSAG_SUB-4OwS56x43,,,,
,Tanzania,,,,-6.814007361657118,32.13567213740261,,,TanSAG_TOP-YXrGCxGEf,,,,
,Tanzania,,,,-9.24602932,34.62517122,,,TanSAG_TOP-VQU1Zgj7j,,,,
,Tanzania,,,,-9.72619001,34.69697346,,,TanSAG_SUB-eVSvDFKYA,,,,
,Tanzania,,,,-9.079497813961137,34.590826348702585,,,TanSAG_SUB-pReWFpaZc,,,,
,Tanzania,,,,-8.80380221,36.21956419,,,TanSAG_TOP-SCaV5Cxx5,,,,
,Tanzania,,,,-5.207029428343966,36.46756865623357,,,TanSIS_SUB-XVVcb3Qq9,,,,
,Tanzania,,,,-8.00384402,36.07259382,,,TaSAG_SUB-5cAi7vIy,,,,
,Tanzania,,,,-4.3000004,34.29974538,,,TaSAG_SUB-FiBuwo7H,,,,
,Tanzania,,,,-4.52855584,34.91102509,,,TaSAG_TOP-ezHmk3ex,,,,
,Tanzania,,,,-6.105341833353697,36.10051304982451,,,TanSIS_TOP-Gvs8jSJQG,,,,
,Tanzania,,,,-8.65278378,31.77505262,,,TanSAG_SUB-4RPRg5Ipr,,,,
,Tanzania,,,,-7.5422785865482975,30.94644888424682,,,TanSAG_TOP-z56EoF1cl,,,,
,Tanzania,,,,-9.128386662695023,34.7430910026521,,,TanSAG_TOP-w6RYEUL5B,,,,
,Tanzania,,,,-9.95166362,34.57190722,,,TanSAG_SUB-f53h1VVaM,,,,
,Tanzania,,,,-9.81665219,34.52997582,,,TanSAG_SUB-pwvVVCoG6,,,,
,Tanzania,,,,-8.80098199,36.23234085,,,TanSAG_TOP-uwljv6X03,,,,
,Tanzania,,,,-5.372167591026969,36.601500668071424,,,TanSIS_SUB-XW685X2uQ,,,,
,Tanzania,,,,-7.99841265,36.0639128,,,TaSAG_SUB-51eG9NdE,,,,
,Tanzania,,,,-7.70915716,35.47771689,,,TaSAG_SUB-FL9zSgRY,,,,
,Tanzania,,,,-4.78771155,34.69091312,,,TaSAG_TOP-f1rkc9Gd,,,,
,Tanzania,,,,-8.66641,31.79069179,,,TanSAG_SUB-5jyYnH4hc,,,,
,Tanzania,,,,-9.110884156327485,34.71945049911433,,,TanSAG_TOP-wNnFNe9Bc,,,,
,Tanzania,,,,-9.79505602,34.69524435,,,TanSAG_SUB-FA7GKovz0,,,,
,Tanzania,,,,-9.74610426,34.52971979,,,TanSAG_SUB-q3WzeCHzj,,,,
,Tanzania,,,,-8.80474517,36.22414367,,,TanSAG_TOP-YPPBssvqv,,,,
,Tanzania,,,,-5.739159165665567,37.07999265767357,,,TanSIS_SUB-xwSnhuA8t,,,,
,Tanzania,,,,-8.00337572,36.07553817,,,TaSAG_SUB-cQhU9BjQ,,,,
,Tanzania,,,,-4.262645441795929,34.22603532166786,,,TaSAG_SUB-fWLFM84Q,,,,
,Tanzania,,,,-4.50342637,34.91617204,,,TaSAG_TOP-fh662aWc,,,,
,Tanzania,,,,-8.706255379866969,31.77687492476889,,,TanSAG_SUB-5s1vvqIAY,,,,
,Tanzania,,,,-9.25550272,34.59690375,,,TanSAG_TOP-wS63OptwM,,,,
,Tanzania,,,,-9.94424499,34.73246547,,,TanSAG_SUB-FaGUNjJgd,,,,
,Tanzania,,,,-9.75487003,34.49163557,,,TanSAG_SUB-QT4UNWvvp,,,,
,Tanzania,,,,-8.80475169,36.22414638,,,TaSAG_SUB-0OsYesoH,,,,
,Tanzania,,,,-5.702480375170867,37.113407278650094,,,TanSIS_SUB-xYGiVAjoR,,,,
,Tanzania,,,,-7.99978788,36.06377873,,,TaSAG_SUB-ikj0cLmU,,,,
,Tanzania,,,,-4.21381136,34.39585323,,,TaSAG_SUB-FWMv42o0,,,,
,Tanzania,,,,-4.53999705,34.91225732,,,TaSAG_TOP-fHMtBFBX,,,,
,Tanzania,,,,-8.65580508,31.77578091,,,TanSAG_SUB-6E2VEW3aI,,,,
,Tanzania,,,,-9.19791216900476,34.48554396907218,,,TanSAG_TOP-wsHbvFC9J,,,,
,Tanzania,,,,-9.72435544,34.51290194,,,TanSAG_SUB-fCYun5dYp,,,,
,Tanzania,,,,-9.75530529,34.55193886,,,TanSAG_SUB-RehXLSlni,,,,
,Tanzania,,,,-8.79627445,36.17832614,,,TaSAG_SUB-0xW5mPcS,,,,
,Tanzania,,,,-5.192065625553577,36.490065976973035,,,TanSIS_SUB-Y1B0kYkyl,,,,
,Tanzania,,,,-8.00802781,36.07321595,,,TaSAG_SUB-jRzU41bh,,,,
,Tanzania,,,,-5.85133817,34.70944834,,,TaSAG_SUB-GEjejFB0,,,,
,Tanzania,,,,-4.76278147,34.70699467,,,TaSAG_TOP-FYGtKufP,,,,
,Tanzania,,,,-8.68896055,31.76834345,,,TanSAG_SUB-6E6tLTmcm,,,,
,Tanzania,,,,-9.056955358289262,34.58658570209409,,,TanSAG_TOP-xmeQpdS6p,,,,
,Tanzania,,,,-9.73589241,34.46759487,,,TanSAG_SUB-gAf0ohJS8,,,,
,Tanzania,,,,-9.92372904,34.73091661,,,TanSAG_SUB-sdHn6ZisA,,,,
,Tanzania,,,,-8.76295405,36.18840244,,,TaSAG_SUB-1lcueCCv,,,,
,Tanzania,,,,-5.309334438541733,36.60956526859422,,,TanSIS_SUB-y6vtoZe8K,,,,
,Tanzania,,,,-7.99980147,36.06377841,,,TaSAG_TOP-A3tQ6sgO,,,,
,Tanzania,,,,-4.261626553673814,34.23312471326108,,,TaSAG_SUB-gQF70wTc,,,,
,Tanzania,,,,-4.48224605,34.90579031,,,TaSAG_TOP-gmCNl1bX,,,,
,Tanzania,,,,-4.48224436,34.90579756,,,TaSAG_TOP-gmCNl1bX,,,,
,Tanzania,,,,-6.0601044930836725,36.09429665146472,,,TanSIS_TOP-ixzySwFv9,,,,
,Tanzania,,,,-8.499452,31.37152724,,,TanSAG_SUB-6XOClVFYJ,,,,
,Tanzania,,,,-9.22035829,34.71456152,,,TanSAG_TOP-XOJCOncid,,,,
,Tanzania,,,,-9.79117979,34.49368045,,,TanSAG_SUB-GCeXeQgNy,,,,
,Tanzania,,,,-9.77868668,34.5398402,,,TanSAG_SUB-TaVPwTMJQ,,,,
,Tanzania,,,,-4.61270514,34.95358752,,,TaSAG_SUB-1Llt7sli,,,,
,Tanzania,,,,-5.351525167766458,36.60400208238827,,,TanSIS_SUB-y8xbI7gm8,,,,
,Tanzania,,,,-8.00802574,36.07322891,,,TaSAG_TOP-gqypYfzZ,,,,
,Tanzania,,,,-4.30544611,34.30254028,,,TaSAG_SUB-GtubdGC1,,,,
,Tanzania,,,,-4.65059746,34.88786757,,,TaSAG_TOP-GMjaZSRu,,,,
,Tanzania,,,,-8.31074483,31.34084658,,,TanSAG_SUB-6yKZtQJH1,,,,
,Tanzania,,,,-9.19629173,34.62468908,,,TanSAG_TOP-yhwrXyIJg,,,,
,Tanzania,,,,-9.9424574,34.76426523,,,TanSAG_SUB-gK7xeMt9J,,,,
,Tanzania,,,,-9.75670394,34.49173621,,,TanSAG_SUB-TxLKbKL9x,,,,
,Tanzania,,,,-8.7369117,36.30531875,,,TaSAG_SUB-1pV9vaJT,,,,
,Tanzania,,,,-5.714011399413455,37.067154356577966,,,TanSIS_SUB-YKPiHClfl,,,,
,Tanzania,,,,-8.00382154,36.07265027,,,TaSAG_TOP-Qw4GH9lp,,,,
,Tanzania,,,,-6.972171639754661,36.42253420623262,,,TanSIS_SUB-OZcWjeTGh,,,,
,Tanzania,,,,-4.52489868,34.91110347,,,TaSAG_TOP-Gsd5GVtC,,,,
,Tanzania,,,,-6.071177065484238,36.10626980027767,,,TanSIS_TOP-JuKTKdObJ,,,,
,Tanzania,,,,-8.722602563606992,31.78716891265573,,,TanSAG_SUB-7HquRkstx,,,,
,Tanzania,,,,-9.068107805911373,34.63422502375765,,,TanSAG_TOP-YPpo44if1,,,,
,Tanzania,,,,-9.78577487,34.49719810000001,,,TanSAG_SUB-GKtsDsPhC,,,,
,Tanzania,,,,-9.7878267,34.55009408,,,TanSAG_SUB-UgSMHzPyp,,,,
,Tanzania,,,,-8.76104273,36.28567578,,,TaSAG_SUB-2waXnYvZ,,,,
,Tanzania,,,,-5.7156599015422485,36.6330047476546,,,TanSIS_SUB-Ym8AQvMiW,,,,
,Tanzania,,,,-7.99841948,36.06400571,,,TaSAG_TOP-vSMLwQd6,,,,
,Tanzania,,,,-7.72063091,35.46523442,,,TaSAG_SUB-H1Nc3CbR,,,,
,Tanzania,,,,-4.75423967,34.74671694,,,TaSAG_TOP-gVsEaOcM,,,,
,Tanzania,,,,-8.70511138,31.75695904,,,TanSAG_SUB-7KIaIYIoI,,,,
,Tanzania,,,,-9.80755037,34.51241033,,,TanSAG_SUB-gvF18KDqM,,,,
,Tanzania,,,,-9.89561746,34.69397447,,,TanSAG_SUB-uv65WUrNe,,,,
,Tanzania,,,,-8.79902598,36.30153709,,,TaSAG_SUB-3Olw3YWP,,,,
,Tanzania,,,,-5.319002749271898,36.662534364764,,,TanSIS_SUB-yW1lcaaf4,,,,
,Tanzania,,,,-8.314723809497089,36.132690224711496,,,TanSAG_SUB-13PkvaIoC,,,,
,Tanzania,,,,-7.83300842,35.40416537,,,TaSAG_SUB-H5x9f2Fc,,,,
,Tanzania,,,,-4.60904914,35.02603144,,,TaSAG_TOP-GYPGrOOO,,,,
,Tanzania,,,,-8.6312439857766,31.80077589307823,,,TanSAG_SUB-7l0H39Bmj,,,,
,Tanzania,,,,-9.79505254,34.69609116,,,TanSAG_SUB-GW2sm6I5p,,,,
,Tanzania,,,,-9.79640516,34.4528375,,,TanSAG_SUB-v4RmMeLdg,,,,
,Tanzania,,,,-8.76581447,36.19850689,,,TaSAG_SUB-3R5f476b,,,,
,Tanzania,,,,-5.744216136094706,36.61247828185827,,,TanSIS_SUB-ywiAAhm08,,,,
,Tanzania,,,,-8.351541094663776,36.14853399424703,,,TaSAG_SUB-1gpHYlUe,,,,
,Tanzania,,,,-4.29548566,34.15407143,,,TaSAG_SUB-hJ9Nomme,,,,
,Tanzania,,,,-4.6240412000000015,34.99903882,,,TaSAG_TOP-h9NyqWbt,,,,
,Tanzania,,,,-8.33266916,31.61454723,,,TanSAG_SUB-7NMGby0rS,,,,
,Tanzania,,,,-9.83306317,34.55045128,,,TanSAG_SUB-h99nY8ygr,,,,
,Tanzania,,,,-9.8285804,34.56403836,,,TanSAG_SUB-VA2R3zZby,,,,
,Tanzania,,,,-6.82466132,37.86016351,,,TaSAG_SUB-3rajGctF,,,,
,Tanzania,,,,-5.361722977882348,36.63315009068052,,,TanSIS_SUB-yzCdLXnou,,,,
,Tanzania,,,,-8.06135012,36.85753055,,,TaSAG_SUB-3J0Zod5m,,,,
,Tanzania,,,,-4.29095543,34.29786754,,,TaSAG_SUB-Ht0xnD7g,,,,
,Tanzania,,,,-4.60366176,35.02595312,,,TaSAG_TOP-HVUuyvLk,,,,
,Tanzania,,,,-6.0038551771112445,36.18678838678267,,,TanSIS_TOP-l1pK2YFfQ,,,,
,Tanzania,,,,-8.715529713813336,31.82053678219729,,,TanSAG_SUB-7OLe2u3cv,,,,
,Tanzania,,,,-9.93383389,34.77645794,,,TanSAG_SUB-HaP7c6WHD,,,,
,Tanzania,,,,-9.83292334,34.52040834,,,TanSAG_SUB-vXre72VTx,,,,
,Tanzania,,,,-6.77328401,37.94765609,,,TaSAG_SUB-3ydbae1p,,,,
,Tanzania,,,,-5.683969540957597,36.61064195615342,,,TanSIS_SUB-zkrjTbLZB,,,,
,Tanzania,,,,-8.329188676401612,36.1390067183615,,,TaSAG_SUB-AZqZKdyN,,,,
,Tanzania,,,,-4.30040751,34.17577032,,,TaSAG_SUB-IAqnxOns,,,,
,Tanzania,,,,-4.77268359,34.73716176,,,TaSAG_TOP-hyyjy2D9,,,,
,Tanzania,,,,-8.74909125,31.82132184,,,TanSAG_SUB-7R98O5Usj,,,,
,Tanzania,,,,-9.78986806,34.57940274,,,TanSAG_SUB-hOohG4WHl,,,,
,Tanzania,,,,-9.82027923,34.52915329,,,TanSAG_SUB-WAsSEeRlT,,,,
,Tanzania,,,,-8.331153747167761,36.160925192856,,,TaSAG_SUB-4HrqkTbK,,,,
,Tanzania,,,,-5.68774224870466,36.622513909680094,,,TanSIS_SUB-zNbP59Lhr,,,,
,Tanzania,,,,-8.801069703077744,35.84039970031085,,,TaSAG_SUB-bnXPorT2,,,,
,Tanzania,,,,-6.958743739262348,36.43046864388258,,,TanSIS_SUB-PQGi9s7Lj,,,,
,Tanzania,,,,-4.61298876,34.97987176,,,TaSAG_TOP-I4hxsRhs,,,,
,Tanzania,,,,-5.942614597400834,36.19222615623822,,,TanSIS_TOP-mAwFdf00B,,,,
,Tanzania,,,,-8.68510297,31.71972207,,,TanSAG_SUB-7Uq2KayQf,,,,
,Tanzania,,,,-10.03830181,34.70134404,,,TanSAG_SUB-hpA4vzuW1,,,,
,Tanzania,,,,-9.78252799,34.56912891,,,TanSAG_SUB-WH0lZuQxz,,,,
,Tanzania,,,,-6.70504452,37.62559493,,,TaSAG_SUB-4jYoY8HL,,,,
,Tanzania,,,,-5.197699706325525,36.44021643643562,,,TanSIS_SUB-zo92fDMoc,,,,
,Tanzania,,,,-8.808550093710387,35.80684824887194,,,TaSAG_SUB-bvdVlS0l,,,,
,Tanzania,,,,-4.34960101,34.15265086,,,TaSAG_SUB-JKMZeVZc,,,,
,Tanzania,,,,-4.64305321,35.01007266,,,TaSAG_TOP-iCeqdfUg,,,,
,Tanzania,,,,-6.059344927018085,36.173274045367634,,,TanSIS_TOP-N0xJmhzhH,,,,
,Tanzania,,,,-8.64002292,31.60150709,,,TanSAG_SUB-8AsekOtP4,,,,
,Tanzania,,,,-9.72373807,34.69869582,,,TanSAG_SUB-hWlf0z0Os,,,,
,Tanzania,,,,-9.78908267,34.45266731,,,TanSAG_SUB-wY6jXhyUb,,,,
